        0.00000      102.03737
        0.12371       76.35998
        0.27523       88.59677
        0.42406       90.58483
        0.56227      102.25583
        0.70305       83.54377
        0.84324       85.42188
        0.98417       83.24778
        1.12516       86.02413
        1.26313       94.35581
        1.40279       84.14633
        1.54341       88.57404
        1.68680       87.18349
        1.82704       93.04160
        1.96663       95.91542
        2.11284       88.77739
        2.26442       85.64071
        2.41386       81.06918
        2.57444       79.53647
        2.73291       82.27889
        2.91504       87.30469
        3.10751       98.63397
        3.22504      147.63719
        3.24042      283.71649
        3.30070      342.23165
        3.37083      212.88734
        3.44470      109.39621
        3.55931       74.35003
        3.73453       76.82209
        3.89184       79.82774
        4.04707       81.42779
        4.19164       82.93717
        4.34036       83.17163
        4.48007       82.86255
        4.62569       79.60987
        4.76281       80.48090
        4.90676       86.40008
        5.04374       82.40775
        5.19441       82.15710
        5.34865       76.99082
