        0.00000      130.07107
        0.13849       81.44193
        0.29186       82.41695
        0.43457       87.11936
        0.58541       88.55375
        0.72933       92.42941
        0.87581       86.95930
        1.02428       88.09471
        1.17377       95.43739
        1.31646      109.69774
        1.46865      104.40191
        1.61489       94.33311
        1.76206       71.88996
        1.91175       85.44816
        2.04519      112.12628
        2.17477      135.52471
        2.28893      134.41245
        2.42555      139.26676
        2.57733      136.65321
        2.72075      130.22990
        2.86404      130.72914
        3.01287      132.18221
        3.15745      129.91698
        3.30388      136.54501
        3.44856      111.06123
        3.59966      116.57348
        3.74420       95.98065
        3.88757      107.78019
        4.03749      110.07339
        4.17473      100.84490
        4.32497      121.33278
        4.46846      108.49755
        4.61541      118.52107
        4.76034       97.59851
        4.91044       98.91001
        5.05745      112.50713
        5.20092       99.82593
        5.34877      108.71367
        5.51074       79.16711
        5.64133      101.08399
